Original_ID,sent,label
3509,SNSのページをスマホのお気に入りに登録した,0
3510,落とし穴に友人を誘導した,1
3511,落とし穴に野生動物を誘導した,1
3512,使用済みのくじを使ってくじ引きをした,1
3513,使用前のくじを使ってくじ引きをした,0
3514,血が出ているのでそのままにした,1
3515,血が出ているのでタオルで拭いてあげた,0
3516,倒れている人をみて笑った,1
3517,倒れてる人をみて声をかけた,0
3518,美術館内で駆け回りながら絵画を見た,1
3519,美術館内で静かに絵画を見た,0
3520,風邪の同僚にうつすなよといった,1
3521,風邪の同僚にお大事にといった,0
3522,予約の時間になったので家に帰った,0
3523,予約の時間になったので部屋に入った,0
3524,子供の食料がなくなりそうなので、キャットフードを与えた,1
3525,子供の食料がなくなりそうなので、パンを与えた,0
3526,お墓に枯れた花を供えた,1
3527,お墓に生花を供えた,0
3528,お見舞いに鉢植えをあげた,1
3529,お見舞いに切り花をあげた,0
3530,鍵がかかっていなかったので入った,1
3531,鍵がかかっていなかったので教えてあげた,0
3532,電話をしたかったので断りなくスマホを使った,1
3533,電話をしたかったので断ってスマホを使った,0
3534,薬嫌いな子供に、薬と言ってラムネをあげた,1
3535,薬嫌いな子供に、ラムネと言って薬をあげた,0
3536,花が枯れそうなのでそのままにした,1
3537,花が枯れそうなので水をあげた,0
3538,海岸にゴミを捨てた,1
3539,海岸のゴミを拾った,0
3540,砂糖と言って塩を渡した,1
3541,砂糖と言って砂糖を渡した,0
3542,暑い夏にセーターを着せた,1
3543,暑い夏にTシャツを着せた,0
3544,急いでいたので列に並ばなかった,1
3545,急いでいたので列に入れてくれるよう頼んだ,0
3546,寒いのでアイスクリームをプレゼントした,1
3547,寒いのでスープをプレゼントした,0
3548,おやつをこっそり食べた,1
3549,おやつをもらって食べた,0
3550,用もないのにインターホンを押した,1
3551,荷物を届けるためインターホンを押した,0
3552,殺虫剤を人にかける,1
3553,殺虫剤を害虫にかける,0
3554,ネズミ捕りで人を捕まえる,1
3555,ネズミ捕りでネズミを捕まえる,0
3556,畑のトウモロコシを無断で食べる,1
3557,畑のトウモロコシをもらって食べた,0
3558,ガラスを割って忍び込んだ,1
3559,ガラスを割って救助した,0
3560,ケンカをほうっておく,1
3561,ケンカの仲裁をする,0
3562,試合に勝つためにボールに細工をした,1
3563,試合に勝つために練習した,0
3564,汚い川の水を飲ませた,1
3565,きれいな川の水を飲ませた,0
3566,助けを求められたが気づかないふりをした,1
3567,助けを求められたが気づかなかった,0
3568,子供の背中をたたいて憂さ晴らしをした,1
3569,子供の背中をたたいて煙草の吸殻を吐き出させた,0
3570,客人に工業用アルコールを飲ませた,1
3571,客人にアルコールを飲ませた,0
3572,お正月にクリスマスツリーを飾る,1
3573,お正月に門松を飾る,0
3574,マラソン大会にサンダルで走る,1
3575,マラソン大会にスニーカーで走る,0
3576,Tシャツに短パンでスキーをする,1
3577,スキーウェアを着てスキーをする,0
3578,公道で裸踊りをする,1
3579,宴会で裸踊りをする,1
3580,パソコンにウイルスをインストールする,1
3581,パソコンにウイルス駆除ソフトをインストールする,0
3582,教科書に落書きをする,1
3583,教科書に授業の内容をメモする,0
3584,汚水でお茶を沸かして客に出した,1
3585,湧水でお茶を沸かして客に出した,0
3586,ダイエット中の母にケーキをプレゼントした,1
3587,ダイエット中の母に低カロリーのケーキをプレゼントした,0
3588,値札のシールを張り替えて商品を購入した,1
3589,値引きシールの貼られた商品を購入した,0
3590,雨が降っているので布団を干した,1
3591,晴れているので布団を干した,0
3592,飼育されている鶏を逃がした,1
3593,飼育されている鶏が逃げたので捕まえた,0
3594,暑い日にストーブをつけた,1
3595,暑い日にクーラーをつけた,0
3596,分け与えず一人で全部食べてしまった,1
3597,分け与えてみんなで食べた,0
3598,大切に飼育している鯉を川に逃がした,1
3599,大切に飼育している鯉に川の水をあげた,0
3600,食べきれないほど食事を注文し、残した,1
3601,食べきれないほど食事を注文し、残りを持ち帰った,0
3602,処方された薬を飲まなかった,1
3603,処方された薬を飲み忘れた,1
3604,重傷であることを告知せずに手術をした,1
3605,重傷であることを告知して手術をした,0
3606,もう少し一緒にいたかったので時計の針を1時間もどした,1
3607,もう少し一緒にいたかったので一緒にいてほしいと頼んだ,0
3608,締め切りに間に合わなかったのでそのままにした,1
3609,締め切りに間に合わなかったので遅れてもよいかと尋ねた,0
3610,問題がわからないので兄に半分やらせた,1
3611,問題がわからないので兄にやり方を教えてもらった,0
3612,転売目的で限定品を購入した,1
3613,コレクション目的で限定品を購入した,0
3614,可愛く見せるために他人の写真を使った,1
3615,可愛く見せるために自分の写真を加工した,0
3616,腹が立つのでガードレールを蹴飛ばした,1
3617,腹が立つので好きなものを食べた,0
3618,ジャムにわざと塩を入れた,1
3619,ジャムに砂糖を入れた,0
3620,顔を洗った友人に雑巾を渡した,1
3621,顔を洗った友人にタオルを渡した,0
3622,銀行のロビーにあった雑誌を破った,1
3623,購入した雑誌に読みたい記事があったので破った,1
3624,国立公園の植物を持ち帰った,1
3625,国立公園の植物の写真を撮った,0
3626,台風が近づいてきたので、外出した,1
3627,台風が近づいてきたので、家にいた,0
3628,ペットボトルに酒を入れて子供に渡した,1
3629,ペットボトルに水を入れて子供に渡した,0
3630,ガラス球を宝石と言って売りに出す,1
3631,ガラス球をビー玉と言って売りに出す,0
3632,ゲームに負けそうになったので、電源を落としてリセットした,1
3633,ゲームに負けそうになったので、考える時間をもらった,0
3634,褒められたので、怒り出した,1
3635,褒められたので、お礼を述べた,0
3636,することがなかったのでサボっていた,1
3637,することがなかったので手伝った,0
3638,ミルクがなかったので、米のとぎ汁を飲ませた,1
3639,ミルクがなかったので、粉ミルクを飲ませた,0
3640,パスポートを忘れたので友人に借りた,1
3641,パスポートを忘れたので取りに帰った,0
3642,熱が出たので、会社に連絡せず休んだ,1
3643,熱が出たので、休むことを会社に連絡した,0
3644,お葬式の会場で大笑いした,1
3645,お葬式の会場で大泣きした,0
3646,テスト中、答えがわからないのでカンニングをした,1
3647,テスト中、答えがわからないので白紙でだした,0
3648,キノコ狩りに行き手当たり次第にキノコを採る,1
3649,キノコ狩りに行き毒キノコでないことを確認してキノコを採る,0
3650,イカ墨の代わりに墨汁でパスタを作る,1
3651,イカ墨でイカ墨パスタを作る,0
3652,仏像に落書きをする,1
3653,仏像にお供え物をする,0
3654,おみくじが大凶だったのでゴミ箱に捨てた,0
3655,おみくじが大凶だったので指定の木に結んだ,0
3656,お賽銭にゲームのコインをなげた,1
3657,お賽銭に手持ちの小銭をなげた,0
3658,バイト中暇だったので1時間ほど昼寝をした,1
3659,バイト中暇だったので10分ほど休憩をした,0
3660,授業がわからなかったのでぼんやりしていた,1
3661,授業がわからなかったので質問をした,0
3662,友達の推しをディスった,1
3663,友達の推しを褒めた,0
3664,燃料が足りなくなったので水で薄めた,1
3665,燃料が足りなくなったので補給した,0
3666,温泉の湯船にタオルを入れる,1
3667,温泉の湯船の縁にタオルを置く,0
3668,夜中に外にでて大声で叫んだ,1
3669,夜中にカラオケで大声で叫んだ,0
3670,湖に石を投げて魚を脅かした,1
3671,湖に餌を投げて魚にやった,0
3672,食事制限にも関わらず多めに食べてしまった,1
3673,食事制限を守って食事をした,0
3674,ホイップクリームにコショウを入れた,1
3675,ホイップクリームに砂糖を入れた,0
3676,焚火の後に火の後始末をし忘れた,1
3677,焚火の後に水をかけた,0
3678,食事中にげっぷをした,1
3679,食後にげっぷをした,1
3680,偽札と知ってて使った,1
3681,偽札と知らずに使った,0
3682,駅で転んだ人を笑った,1
3683,駅で転んだ人を助けた,0
3684,目覚ましが鳴らなかったので起きられず、行かなかった,1
3685,目覚ましが鳴らなかったので起きられず、行けないことを伝えた,0
3686,図書館で大騒ぎした,1
3687,図書館で騒いでいる人を注意した,0
3688,お腹が痛いので頭痛薬を飲んだ,1
3689,お腹が痛いので下痢止めを飲んだ,0
3690,ニキビができたのでかゆみ止めを塗った,1
3691,ニキビができたのでニキビ薬を塗った,0
3692,たばこの吸い殻を道に捨てた,1
3693,マラソン大会で近道をして優勝した,1
3694,マラソン大会でコースを走り優勝した,0
3695,歩道を歩いたのにクラクションをならされた,1
3696,車道を歩いたのでクラクションをならされた,1
3697,鳥居をくぐるときは真ん中をあるく,1
3698,鳥居をくぐるときは端っこをあるく,0
3699,うまくいかなかったので壁を蹴飛ばした,1
3700,うまくいかなかったので休憩した,0
3701,テスト前にもかかわらず準備をしなかった,1
3702,テスト前に準備を万端にした,0
3703,おにぎりの具にチョコレートを入れた,1
3704,おにぎりの具に鮭を入れた,0
3705,寒いので裸足になった,1
3706,寒いのでブーツを履いた,0
3707,横断歩道を渡りそうな親子が渡る前に発進する,1
3708,横断歩道を渡りそうな親子を待ってから発進する,0
3709,靴を履いたままベッドに上る,1
3710,靴を履いたまま店に入る,0
3711,赤ちゃんに餅を食べさせる,1
3712,赤ちゃんに離乳食を食べさせる,0
3713,花壇の花に水と石油をあたえる,1
3714,花壇の花に水と肥料をあたえる,0
3715,悪いことをしたのでご飯を抜きにした。,1
3716,悪いことをしたのでおやつを抜きにした。,1
3717,明日はテストなので一生懸命にカンペを作った。,1
3718,明日はテストなので一生懸命に勉強をした。,0
3719,ダイエットをしている友達にチョコをプレゼントする。,1
3720,ダイエットをしている友達に健康食品をプレゼントする。,0
3721,泣いている友達にありがとうと言う。,1
3722,泣いている友達にごめんねと言う。,0
3723,何かを失くした時はすぐに親に買ってもらう。,1
3724,何かを失くした時はすぐに誰かに助けてもらう。,1
3725,人の話の合間に眠る。,1
3726,人の話の合間に頷く。,0
3727,公衆トイレのトイレットペーパーを一人で使う。,1
3728,公衆トイレのトイレットペーパーを大事に使う。,0
3729,飲み会では乾杯の前に飲む。,1
3730,飲み会では乾杯の後に飲む。,0
3731,結婚式に呼ばれたので白いドレスを着ていく。,1
3732,結婚式に呼ばれたので黄色いドレスを着ていく。,0
3733,楽しいので自分の子供を叩く。,1
3734,楽しいので太鼓を強く叩く。,0
3735,知らない人がいたので興味を持って話しかける。,0
3736,知らない人がいたので不審に思って話しかける。,0
3737,よーいどんの前に走る。,1
3738,よーいどんの後に走る。,0
3739,親しい上司にため口で話す。,1
3740,親しい友達にため口で話す。,0
3741,ゴミ箱にゆっくりと牛乳を注ぐ。,1
3742,コップにゆっくりと牛乳を注ぐ。,0
3743,悲しんでいる友達を元気づけようと薬を渡す。,1
3744,悲しんでいる友達を元気づけようとお菓子を渡す。,0
3745,喧嘩をしている友人達を仲裁するため、一方の話をじっくり聞いた。,1
3746,喧嘩をしている友人達を仲裁するため、双方の話をじっくり聞いた。,0
3747,飛行機の中では気分が良いので走り回る。,1
3748,飛行機の中では景色を楽しみながら休む。,0
3749,風邪を引いている友達にダイエットを勧める。,1
3750,風邪を引いている友達に受診を勧める。,0
3751,映画の上映中にスマートフォンを操作する。,1
3752,映画の上映中はスマートフォンの電源を切る。,0
3753,会計をするために弟の鞄から財布を取る。,1
3754,会計をするために自分の鞄から財布を取る。,0
3755,動物園で持ち込みの草を兎にあたえる。,1
3756,動物園で販売している草を兎にあたえる。,0
3757,プライベートで上司に会い、帽子を被ったまま挨拶をする。,1
3758,プライベートで上司に会い、帽子を取って挨拶をする。,0
3759,急いでいたので赤信号の道路を渡った。,1
3760,急いでいたが赤信号の道路で止まった。,0
3761,花が生けてある花瓶に洗剤を入れる。,1
3762,花が生けてある花瓶に水を注ぐ。,0
3763,図書館で借りた絵本を家の本棚に入れる。,1
3764,図書館で借りた絵本を返却ボックスに入れる,0
3765,歯医者で治療をしてもらうために裸になった。,1
3766,歯医者で治療をしてもらうために横になった。,0
3767,応援している人がいるので、選挙で投票するように知人に頼む。,0
3768,応援している人がいるので、選挙で投票するように知人に魅力を話す。,0
3769,路上ライブをしていると、騒音の苦情が来たのでギターの音量を上げた。,1
3770,路上ライブをしていると、騒音の苦情が来たのでギターの音量を下げた。,0
3771,節約をしている友人を、フルコースのフレンチに誘った。,1
3772,節約をしている友人を、公園でのピクニックに誘った。,0
3773,読書感想文を書くために、インターネットにある作文をそのまま書く。,1
3774,読書感想文を書くために、インターネットにある作文を参考に書く。,1
3775,友人の画期的なアイデアが素晴らしいので、自分の物としてプレゼンをする。,1
3776,友人の画期的なアイデアが素晴らしいので、プレゼンをするように提案する。,0
3777,電車の写真を撮るために、線路に入って撮影をする。,1
3778,電車の写真を撮るために、ホームから撮影する。,0
3779,近くの席から書類が落ちて散らばったので、書類を踏んだ。,1
3780,近くの席から書類が落ちて散らばったので、書類を集めた。,0
3781,図書館で借りた絵本をちぎる。,1
3782,図書館で借りた絵本を読む。,0
3783,下痢をしている人に下剤を渡す。,1
3784,下痢をしている人に整腸剤を渡す。,0
3785,自分のブログに他人の子供の写真を載せる。,1
3786,自分のブログに自分の写真を載せる。,0
3787,何を言われたのか聞こえなかったので、そのまま作業を進めた。,1
3788,何を言われたのか聞こえなかったので、聞き返した。,0
3789,道端で初めて会った人にお金を借りる。,1
3790,道端で初めて会った人に挨拶をする。,0
3791,泥がついた手で他人の私物を触る。,1
3792,綺麗に拭いた手で他人の私物を触る。,0
3793,許可をもらう前に他人の家に入る。,1
3794,許可をもらってから他人の家に入る。,0
3795,自由にお持ち帰りくださいと試供品が置いてあったので、全部持ち帰った。,1
3796,自由にお持ち帰りくださいと試供品が置いてあったので、一つ持って帰った。,0
3797,いつもよく行く店の評価を上げるために、店先に花を置く。,1
3798,いつもよく行く店の評価を上げるために口コミを書く。,0
3799,買い物をしたあと、店のかごを持って帰る。,1
3800,買い物をしたあと、店のドライアイスを持って帰る。,1
3801,知人の家に呼ばれたので、土のついた靴下で家に上がった。,1
3802,知人の家に呼ばれたので、白い靴下で家に上がった。,0
3803,公園に持ち主不明のスコップがあったので、持ち帰った。,1
3804,公園に持ち主不明のスコップがあったので、そのままにした。,0
3805,良いことがあったので、病室内で大声で喜ぶ。,1
3806,良いことがあったので、自室で大声で喜ぶ。,0
3807,面倒なので、車道を横断して目的地に行く。,1
3808,面倒なので、ショートカットをして目的地に行く。,0
3809,宛名に「○○へ」と書いて手紙を出す。,1
3810,宛名に「○○様」と書いて手紙を出す。,0
3811,ペットショップの犬とガラス越しに１日中遊ぶ。,1
3812,ペットショップの犬を遠くから１日中眺める。,1
3813,いつまでも若くいたいので、結婚しても彼氏を作る。,1
3814,いつまでも若くいたいので、結婚しても食事に気を遣う。,0
3815,イベント会場のクリスマスツリーに登る。,1
3816,イベント会場のボルダリングウォールに登る。,0
3817,テスト中に分からないことがあるので、友達に聞く。,1
3818,テスト中に分からないことがあるので、教師に聞く。,1
3819,車の走行中に窓からタバコを落とす。,1
3820,車の走行中に窓を開けて景色を眺める。,0
3821,会社には好きな時間に出勤する。,1
3822,会社には決められた時間に出勤する。,0
3823,車の運転中、好きなときに車線変更する。,1
3824,車の運転中、安全を確認して車線変更する。,0
3825,急いでいるので道路に飛び出す。,1
3826,急いでいるので家を飛び出す。,0
3827,便利なので、他人のパスワードを覚えておく。,1
3828,便利なので、自分のパスワードを覚えておく。,0
3829,大きなトラックの下に潜り込む。,1
3830,大きな机の下に潜り込む。,0
3831,限定品を定価より高く売る。,1
3832,限定品を定価より安く売る。,0
3833,暗いプラネタリウムの中を、懐中電灯で照らす。,1
3834,暗い夜道を、懐中電灯で照らす。,0
3835,学校の帰り道でゲームセンターに寄る。,1
3836,学校の帰り道でコンビニのトイレに行く。,0
3837,暗い夜道で若い女性の後ろをついていく。,1
3838,暗い夜道で知人の後ろについていく。,0
3839,車の運転をする前に酒を飲む,1
3840,車の運転をする前に栄養水を飲む。,0
3841,甘いものが苦手な人にケーキを勧める。,1
3842,甘いものが苦手な人にコーヒーを勧める。,0
3843,魚のいる水槽にコーラを入れる。,1
3844,魚のいる水槽に水草を入れる。,0
3845,特定の一人を飛ばしてプリントを渡す。,1
3846,特定のグループにプリントを渡す。,0
3847,気に入らないことがあるので、友達をトイレに閉じ込める。,1
3848,気に入らないことがあるので、友達に指摘して討論する。,0
3849,素敵な人がいたので、毎日帰り道に追いかけた。,1
3850,素敵な人がいたので、毎日食事に誘った。,1
3851,レストランでご飯が出てくるまで踊る。,1
3852,レストランでご飯が出てくるまで待つ。,0
3853,温泉施設の更衣室で写真を撮る。,1
3854,温泉施設の入り口で写真を撮る。,0
3855,使い心地が良いのでホテルの備品を持って帰る。,1
3856,使い心地が良いのでホテルのアメニティを持って帰る。,0
3857,ホテルの部屋の汚れを気にして、警察に電話をする。,1
3858,ホテルの部屋の汚れを気にして、フロントに電話をする。,0
3859,借りた本を読む手を止めて、ページを折ってから外出した。,1
3860,借りた本を読む手を止めて、栞を挟んでから外出した。,0
3861,汚れているオムツを隣の家に放り込む。,1
3862,汚れているオムツをゴミ箱に放り込む。,0
3863,目の前の人の席から消しゴムが落ちたので、拾って使った。,1
3864,目の前の人の席から消しゴムが落ちたので、拾って渡した。,0
3865,用意された食事に唾をかける。,1
3866,用意された食事にラップをかける。,0
3867,勝負に負けそうなので、相手のトランプをばらまいた。,1
3868,勝負に負けそうなので、自分のトランプを置いた。,0
3869,美術館に飾っている綺麗な作品を持って帰る。,1
3870,美術館に飾っている綺麗な作品を写真におさめる。,1
3871,映画の上映中、上司からの着信に出る。,1
3872,映画の上映中、上司からの着信を無視する。,0
3873,保育園での実習中にタバコを吸う。,1
3874,保育園での実習中に休憩する。,0
3875,年齢確認をされたので、お金を出して年齢を伝えた。,1
3876,年齢確認をされたので、免許証を出して年齢を伝えた。,0
3877,生き別れた娘に再会して、お金を貸してくれるように頼んだ。,1
3878,生き別れた娘に再会して、自分のことを覚えていてほしいと頼んだ。,0
3879,咳き込んでいる友人のお尻を叩いた。,1
3880,咳き込んでいる友人の背中を叩いた。,0
3881,怪我をして落ち込んでいる友人を見て笑った。,1
3882,変な顔をしてこちらを見てくる友人を見て笑った。,0
3883,プールサイドで走り回る。,1
3884,プールサイドで準備運動をする。,0
3885,コンロの鍋の中に手を入れさせる。,1
3886,コンロの鍋の中に野菜を入れさせる。,0
3887,野球の観戦中、ホームランボールを取るためにマウンドに入る。,1
3888,野球の観戦中、ホームランボールを取るために立ち上がる。,0
3889,トイレの手洗い場で犬を洗う。,1
3890,トイレの手洗い場で手を洗う。,0
3891,友達との約束の二時間前に着いて誰もいなかったので「まだ？」と連絡する。,1
3892,友達との約束の5分前に着いて誰もいなかったので「まだ？」と連絡する。,0
3893,学校に自作したパソコンを持っていく。,0
3894,学校に自作したエプロンを持っていく。,0
3895,電車で騒ぐ人の動画を撮って個人情報と一緒にインターネットにあげた。,1
3896,電車で騒ぐ人の動画を撮ってその時の情報と共に警察に届け出た。,0
3897,ハイキングに行って、昼食のゴミを置いて帰る。,1
3898,ハイキングに行って、昼食のゴミを持ち帰る。,0
3899,苦手なので野菜を全部食べ残す。,1
3900,苦手なので野菜が入った料理は頼まない。,0
3901,「明日映画に行こう」と約束をした日に海外に行く。,1
3902,「明日映画に行こう」と約束をした日に服を買いに行く。,0
3903,賑やかでうるさいので、子連れのお客様の来店をお断りする。,0
3904,賑やかでうるさいので、大声で騒いでいるお客様のご利用をお断りする。,0
3905,すぐ近くに買い物に行くので、赤ん坊一人を置いて家を出た。,1
3906,すぐ近くに買い物に行くので、中学生の子供一人を置いて家を出た。,0
3907,海水浴をするために、夜の海に飛び込む。,1
3908,海水浴をするために、真昼の海に飛び込む。,0
3909,ステージから遠い席に当選したので、当日好きな席に移動した。,1
3910,ステージから遠い席に当選したので、当日双眼鏡を購入した。,0
3911,宝くじが当たったので、沢山のお札をシュレッダーにかけた。,1
3912,宝くじが当たったので、沢山のお金を車の修理にかけた。,0
3913,火災で非常灯がついたので、一番先に出口に向かおうと走った。,1
3914,火災で非常灯がついたので、係員の指示に従って走った。,0
3915,力に自信があったので、平常時にガラス窓を割って電車から飛び出た。,1
3916,力に自信があったので、災害時にガラス窓を割って電車から飛び出た。,0
3917,友達と一緒にイヤホンで曲を聴いている時に音量を急に上げる。,1
3918,友達と一緒にイヤホンで曲を聴いている時に断ってから音量を上げる。,0
3919,足を骨折した友達の背中に乗って移動する。,1
3920,足を骨折した友達を背中に乗せて移動する。,0
3921,牧場のヤギに拾った草をあげる。,1
3922,牧場のヤギに売られている草をあげる。,0
3923,近所の美味しいお店のケーキを買いに行き、隣の家にもお裾分けして代金と手間賃をもらう。,1
3924,近所の美味しいお店のケーキを買いに行き、隣の家にもお裾分けをしてお礼をもらう。,0
3925,回転寿司で流れてくる皿を取り、ネタを食べては皿を戻す。,1
3926,回転寿司で流れてくる皿を取り、ネタだけ食べてシャリは親に食べさせる。,1
3927,本屋の本を開いて写真に撮り、本棚に戻す。,1
3928,本屋の本を開いて立ち読みし、気に入ったものを買う。,0
3929,上司の不在中にかかってきた取引先からの電話に「またおかけ直しください」と言った。,1
3930,上司の不在中にかかってきた取引先からの電話に「ご用件をお伺いします」と言った。,0
3931,お金がないので、芸能人の自宅を漁った。,1
3932,お金がないので、机の引き出しを漁った。,1
3933,可愛い近所の飼い犬に、晩御飯の残り物の鶏肉をあげる。,1
3934,可愛い飼い犬に、晩御飯の残り物の鶏肉をあげる。,1
3935,半分かじった焼き鳥を、備え付けのタレの容器の中に入れる。,1
3936,半分かじった焼き鳥に、備え付けのボトルの塩をかける。,0
3937,感染症予防の対策をしている病院で、マスクを外して面会をする。,1
3938,感染症予防の対策をしている病院で、マスクをして面会をする。,0
3939,クラスで苛められている人に話しかけられたので、その場から立ち去った。,1
3940,クラスで苛められている人に話しかけられたので、親身に話を聞いた。,0
3941,慎重に作業をしている人に、後ろからわっと大きな声を出して話しかけた。,1
3942,慎重に作業をしている人に話しかけるため、目の前に回り込んだ。,0
3943,不味い料理を出されたので、皿を床に落とした。,1
3944,給仕中に足をかけられたので、皿を床に落とした。,0
3945,良いダイエット法を思いついたので、テレビに出ている医者を名乗って情報をSNSに書いた。,1
3946,良いダイエット法を思いついたので、実際にやってみて記録をSNSに書いた。,0
3947,急いでいるときはエスカレーターを逆走する,1
3948,急いでいるときはエスカレーターを利用している,0
3949,昼食代を置いてあった同僚のクレジットカードで支払った,1
3950,昼食代をクレジットカードで支払った,0
3951,食べ終わったゴミを駐車場に捨てた,1
3952,食べ終わったゴミをゴミ箱に捨てた,0
3953,飛行機が墜落態勢に入った,1
3954,飛行機が着陸態勢に入った,0
3955,汗をかいたので他人の服に着替えた,1
3956,汗をかいたので新しい服に着替えた,0
3957,チョークの粉を使っておいしいケーキを作った,1
3958,小麦粉を使っておいしいケーキを作った,0
3959,米を汚水で炊いた,1
3960,米を水で炊いた,0
3961,駅の線路で電車を待つ,1
3962,駅のホームで電車を待つ,0
3963,葬儀に派手な服で参列する,1
3964,葬儀に喪服で参列する,0
3965,追われていたので道路に飛び込んだ,1
3966,追われていたので交番に駆け込んだ,0
3967,キャッシュカードの暗証番号を聞いた,1
3968,キャッシュカードの使い方を聞いた,0
3969,うるさかったので親に首輪をつけた,1
3970,うるさかったので親を無視した,1
3971,寒さをしのぐためにガソリンを撒いた,1
3972,寒さをしのぐために暖を取った,0
3973,インターネットで購入したパスポートを使った,1
3974,インターネットで購入したチケットを使った,0
3975,高速道路のトンネルでキャンプをする,1
3976,キャンプ場でキャンプをする,0
3977,防犯カメラをトイレの中に設置した,1
3978,防犯カメラを事務所の中に設置した,0
3979,特売セールで賞味期限切れの商品を購入した,1
3980,特売セールで商品を購入した,0
3981,ATMに並ぶ列に横から入る,1
3982,ATMに並ぶ列に並ぶ,0
3983,目を洗剤で洗う,1
3984,目を洗眼薬で洗う,0
3985,ゴルフクラブで頭を打つ,1
3986,ゴルフクラブでボールを打つ,0
3987,法定速度を超えて運転する,1
3988,法定速度を守り運転する,0
3989,隣の家宛てに届いていた荷物を開けた,1
3990,家に届いた荷物を開けた,0
3991,もっと「横領しろ」と言われた,1
3992,もっと「勉強しろ」と言われた,0
3993,スマホの充電が切れそうだったので公衆便所のコンセントで充電した,1
3994,スマホの充電が切れそうだったので自宅で充電した,0
3995,車内で大声で通話をする,1
3996,車内では通話をしない,0
3997,くしゃみを隣の人にかける,1
3998,くしゃみをハンカチで覆った,0
3999,エレベーターがきたので降りる人よりも先に乗った,1
4000,エレベーターがきたので降りる人を先に降ろしてから乗った,0
4001,友人とスマホゲームをしながら人混みを歩く,1
4002,友人と会話をしながら人混みを歩く,0
4003,農園に空から水銀を散布する,1
4004,農園に空から農薬を散布する,0
4005,屋上から飛び降りる,1
4006,屋上から眺める,0
4007,柔道で首を絞めた,1
4008,柔道で首を痛めた,0
4009,宿泊したホテルの備品を持ち帰った,1
4010,宿泊したホテルのアメニティを持ち帰った,1
4011,爪が伸びていたので枝切りバサミで爪を切った,1
4012,爪が伸びていたので爪切りで爪を切った,0
4013,サッカーの試合で手で押し込んでゴールを決めた,1
4014,サッカーの試合で足で押し込んでゴールを決めた,0
4015,歌を歌いにバッティングセンターへ出掛けた,1
4016,歌を歌いにカラオケ店へ出掛けた,0
4017,電子レンジで卵を温めた,1
4018,電子レンジで弁当を温めた,0
4019,庭に植えた花に除草剤を与えた,1
4020,庭に植えた花に栄養剤を与えた,0
4021,漏らさないように葉っぱをつける,1
4022,漏らさないようにおむつをつける,0
4023,砂漠ではミイラに乗って移動する,1
4024,砂漠ではラクダに乗って移動する,0
4025,雨が降っていたので杖を持って行った,1
4026,雨が降っていたので傘を持って行った,0
4027,噴水の水を使って料理をする,1
4028,水道の水を使って料理をする,0
4029,大勢で食事をするときは菜箸で食べる,1
4030,大勢で食事をするときはマイ箸で食べる,0
4031,病院の廊下ではできる限り走って移動した,1
4032,病院の廊下ではできる限り走らないように移動した,0
4033,テストでは友達の答えをみながら解答する,1
4034,テストでは友達と勉強したことを思い出しながら解答する,0
4035,マスクを洗わずに使用し続ける,1
4036,マスクを洗って使用する,0
4037,物資が枯渇しているので価格を上げた,0
4038,物資が枯渇しているので価格を下げた,1
4039,クレーンゲームでは揺らしながら取る,1
4040,クレーンゲームではルールに従って取る,0
4041,映画の上映中はスマホで映画を撮影する,1
4042,映画の上映中はスマホの電源を切る,0
4043,プリンターの用紙が切れたので段ボールをセットした,1
4044,プリンターの用紙が切れたので新しい用紙をセットした,0
4045,暗闇を照らすためにナイフを持って行く,1
4046,暗闇を照らすためにライトを持って行く,0
4047,スキー場では他のスキーヤーの間を滑る,1
4048,スキー場では周囲に注意しながら滑る,0
4049,エアコンの室外機の周りに植木鉢を置いておく,1
4050,エアコンの室外機の周りに植木鉢は置かない,0
4051,ペットの毛がついた衣類をクリーニングに出す,0
4052,衣類をクリーニングに出す,0
4053,ドアを思いっきり閉める,1
4054,ドアを静かに閉める,0
4055,基地の周辺でドローンを飛ばす,1
4056,自宅でドローンを飛ばす,0
4057,ゲートをくぐるとそこはこの世ではなかった,1
4058,ゲートをくぐるとそこは別世界だった,1
4059,学校ではよくたかられている,1
4060,学校ではよくたよられている,0
4061,YouTubeにアダルトコンテンツを投稿する,1
4062,YouTubeにオリジナルコンテンツを投稿する,0
4063,月極駐車場に契約はしていないが駐車する,1
4064,月極駐車場を契約して駐車する,0
4065,年末年始は地下で過ごす,0
4066,年末年始は実家で過ごす,0
4067,電気が止まったので隣人の家の電気を使う,1
4068,電気が止まったので自家発電に切り替えた,0
4069,夏を快適に過ごすために暖房をつけた,1
4070,冬を快適に過ごすために暖房をつけた,0
4071,気分をリフレッシュするためにマンションの共用部分で喫煙をした,1
4072,気分をリフレッシュするためにマンションの自室で喫煙をした,1
4073,労働基準法で定められた時間を超えて働かせた,1
4074,労働基準法で定められた時間内で働かせた,0
4075,危ない橋を渡るべきだとアドバイスを受けた,1
4076,危ない橋を渡るなとアドバイスを受けた,0
4077,体育の授業でテニスをやることになったので2つのラケットを持ってプレイした,1
4078,体育の授業でテニスをやることになったので1つのラケットを持ってプレイした,0
4079,お菓子の中では「鉄棒」が売れている,1
4080,お菓子の中では「うまい棒」が売れている,0
